,tweet_id,date,original_tweets,cleaned_tweets,sentiment
785,1039031265788186624,2018-09-10,Neil Strauss is the only writer that Larry Hoover would trust to do his book and me and GLC bumped into him at dinn… https://t.co/BgHGbV8XHv,neil strauss is the only writer that larry hoover would trust to do his book and me and glc bumped into him at dinn,0
786,1039026006185586688,2018-09-10,We’re doing Chicago Comedy Jam.  We’re going to restore the Regal Theatre,we re doing chicago comedy jam we re going to restore the regal theatre,0
787,1038992296769777665,2018-09-10,I will teach a course at the Art Institute of Chicago and the American Academy of Art,will teach course at the institute of chicago and the american academy of,0
788,1038990702028308480,2018-09-10,we need to be overwhelmed with love and inspiration,we need to be overwhelmed with love and inspiration,1
789,1038990379683434496,2018-09-10,it is super inspiring I’d even say it is overwhelming which is my favorite description,it is super inspiring even say it is overwhelming which is my favorite description,1
790,1038989969522536448,2018-09-10,We visited theaster gates stony island art bank last week,we visited theaster gates stony island bank last week,0
791,1038988558592135168,2018-09-10,We’re putting a Yeezy office in Chicago,we re putting yeezy office in chicago,0
792,1038573949880164352,2018-09-08,throne2 coming soon,throne coming soon,0
794,1038398647375810560,2018-09-08,We are Gods,we are gods,0
795,1038128225002577920,2018-09-07,I can only be the boss. I don’t have the time otherwise. It takes time to talk people into things. It takes no time… https://t.co/UW3WY2igPj,can only be the boss don have the time otherwise it takes time to talk people into things it takes no time,0
796,1037897082734927872,2018-09-07,https://t.co/d3w2h2tFF5 live in 15 min,live in min,1
797,1037260528266108929,2018-09-05,This is all Jedi level. I will be coming to your show within the next seven days to give love and be inspired by the art you have created.,this is all jedi level will be coming to your show within the next seven days to give love and be inspired by the you have created,1
798,1037260472712478721,2018-09-05,I understand Pusha’s issues as a man if someone mentions your fiancé men go mask off. I’ve done the same myself at… https://t.co/DggtA7xOUe,understand pusha issues as man if someone mentions your fianc men go mask off ve done the same myself at,0
799,1037258769065893889,2018-09-05,I did not have any conversations about your child with Pusha. I don’t play with the idea of people’s children after… https://t.co/KQ2SsRZJrN,did not have any conversations about your child with pusha don play with the idea of people children after,0
800,1037258203426222080,2018-09-05,I never listened to either diss track that followed but I did hear quotes from both songs after they were released,never listened to either diss track that followed but did hear quotes from both songs after they were released,0
801,1037257815683870722,2018-09-05,since we were building as friends and brothers I should have spoken to Pusha about the Quentin Miller bar. There sh… https://t.co/f2YcQAb0bt,since we were building as friends and brothers should have spoken to pusha about the quentin miller bar there sh,0
802,1037257239705186305,2018-09-05,plane taxiing for take off... because we spoke about doing Lift Yourself together I should have given you the oppor… https://t.co/WF0qX3n4bV,plane taxiing for take off because we spoke about doing lift yourself together should have given you the oppor,0
803,1037248589309730817,2018-09-05,When I put the dates up I was a bit ramped up doing 25 tweets a day  TMZ happened shortly after …    I have to hop… https://t.co/lAbbhpq17q,when put the dates up was bit ramped up doing tweets day tmz happened sholy after have to hop,0
804,1037248508116398080,2018-09-05,Let me start by  apologizing for stepping on your release date in the first place …  We were building a bond and wo… https://t.co/5BjZH3JY0o,let me sta by apologizing for stepping on your release date in the first place we were building bond and wo,1
805,1037248184215527425,2018-09-05,"Sending good energy and love to Drake and family and crew💜💜💜 

I haven’t seen the show in person but the images loo… https://t.co/1paWIVdoji",sending good energy and love to drake and family and crew haven seen the show in person but the images loo,1
806,1036120915640086528,2018-09-02,"set in Goudy font, from Chicago https://t.co/75e3gX7uxQ",set in goudy font from chicago,0
808,1034980721394212864,2018-08-30,Michael we love you,michael we love you,1
809,1034545604490227712,2018-08-28,the world is the new art school,the world is the new school,1
810,1034501234755915776,2018-08-28,let’s make ourselves happy,let make ourselves happy,1
811,1034276784722796545,2018-08-28,If I don’t lose myself... it’s not me -George Condo,if don lose myself it not me george condo,0
812,1034115344233709568,2018-08-27,there’s no such thing as an old living person    people from thousands of years ago perhaps are old      if you’re alive you’re young,there no such thing as an old living person people from thousands of years ago perhaps are old if you re alive you re young,1
813,1034108313363857409,2018-08-27,offering a service is having a purpose,offering service is having purpose,0
814,1034108182090534914,2018-08-27,Halloween is the only day you’re not in a costume,halloween is the only day you re not in costume,0
815,1034102420530454528,2018-08-27,This is not only the greatest animation achievement in history       the subject matter is so relevant to the current state of the world,this is not only the greatest animation achievement in history the subject matter is so relevant to the current state of the world,1
816,1034102337386700800,2018-08-27,Every stage show I’ve ever worked on       Every video    not just Stronger      every product    even when I was i… https://t.co/ETKXItQd1s,every stage show ve ever worked on every video not just stronger every product even when was,0
817,1032311322292060160,2018-08-22,"https://t.co/48B0T5HeRk

When we work on our shoes   apparel and accessories   I just think  ...    If this thing w… https://t.co/Tg9l5XBRZk",we work on our shoes apparel and accessories just think if this thing,0
818,1032304033942319105,2018-08-22,creating a universal language is super fun,creating universal language is super fun,1
819,1032277327915282432,2018-08-22,My friend Anthony Schiller pointed out that I didn’t mention Ernest Cline when I tweeted about Ready Player one. Er… https://t.co/YNMcwpzxxg,my friend anthony schiller pointed out that didn mention ernest cline when tweeted about ready player one er,1
820,1032007965706874880,2018-08-21,spend as much time outside as possible     fresh air is healing,spend as much time outside as possible fresh air is healing,1
821,1031967398801244161,2018-08-21,stay inspired,stay inspired,0
822,1031644479629885440,2018-08-20,2015 feels like just yesterday   Adidas is a great partner,feels like just yesterday adidas is great paner,1
823,1029102613575348224,2018-08-13,deprogram,deprogram,0
824,1029102535389237250,2018-08-13,we’re no longer fighting for change we’re simply changing things,we re no longer fighting for change we re simply changing things,0
825,1029058826010484737,2018-08-13,operation try love    take someone you don’t like and say something you like about them out loud,operation try love take someone you don like and say something you like about them out loud,1
826,1029058606363103233,2018-08-13,no one is better than anyone,no one is better than anyone,1
828,1029003810939654144,2018-08-13,RT @jimmykimmel: Not every question warrants an immediate answer. Some answers need to be considered and a talk show with time constraints…,not every question warrants an immediate answer some answers need to be considered and talk show with time constraints,0
830,1028429067069009921,2018-08-11,I was so happy when I saw Jimmy walk out in the Yeezys. That was an olive branch. He lead with love. I appreciate J… https://t.co/qXW40LTYOV,was so happy when saw jimmy walk out in the yeezys that was an olive branch he lead with love appreciate,1
831,1028428816257970176,2018-08-11,The question was so important I took time to think. And then I was hit with the let’s go to commercial break. That… https://t.co/aatyauwC3T,the question was so impoant took time to think and then was hit with the let go to commercial break that,0
832,1028428728496312320,2018-08-11,On Jimmy Kimmel  we had a great time having a dialogue. I’m reading that I was stumped by a question. Let me clarif… https://t.co/HWDutmAwjC,on jimmy kimmel we had great time having dialogue reading that was stumped by question let me clarif,1
833,1028154981348589568,2018-08-11,"RT @DJClarkKent: Sitting in the studio with my man @kanyewest and he said.. ""Clark, let that new ""XTCY""joint go!!! So.. ENJOY: NEW KANYE WE…",sitting in the studio with my man and he said clark let that new xtcy joint go so enjoy new kanye we,1
835,1027990215766372352,2018-08-10,Tadao Ando https://t.co/dpROMvnrCF,tadao ando,0
836,1027986318041608192,2018-08-10,turn shame to power,turn shame to power,0
837,1027982314075082752,2018-08-10,I’m working on removing the word I ...correction we’re working on removing the word I,working on removing the word correction we re working on removing the word,0
839,1027333842095357953,2018-08-08,"🔥🔥🔥🔥Caiden Cop Shot The Kid

https://t.co/otyccZCACH",caiden cop shot the kid,0
840,1027003626722549765,2018-08-08,"RT @jimmykimmel: On Thursday night, HURRICANE KANYE strikes @JimmyKimmelLive! @KanyeWest",on thursday night hurricane kanye strikes,0
841,1025172700224880640,2018-08-03,You guys are so important and what you do is so special and inspiring to our planet       Thank you for being so great,you guys are so impoant and what you do is so special and inspiring to our planet thank you for being so great,1
842,1025172483157020672,2018-08-03,Steve Jobs you are one of my biggest inspirations and your story spirit and drive helps to push me everyday      co… https://t.co/0jt4pQQX0B,steve jobs you are one of my biggest inspirations and your story spirit and drive helps to push me everyday co,-1
843,1023860670104653824,2018-07-30,when speaking about sections of the company I like to use the word arms instead of divisions,when speaking about sections of the company like to use the word arms instead of divisions,0
844,1023679776937017345,2018-07-29,inject a bit of love like it’s an IV drip,inject bit of love like it an iv drip,1
845,1023679642278850560,2018-07-29,do things from love    not ego and not pride,do things from love not ego and not pride,1
846,1023679520883109888,2018-07-29,instead of saying I’m proud you can say I love this,instead of saying proud you can say love this,1
847,1023679167232008194,2018-07-29,replace pride with love,replace pride with love,1
848,1023678958556987392,2018-07-29,Follow your heart and find your tribe. Your tribe are people with similar passions,follow your hea and find your tribe your tribe are people with similar passions,0
849,1023678610706640896,2018-07-29,you can love people that you don’t want to go to lunch with everyday,you can love people that you don want to go to lunch with everyday,1
850,1023678437758619648,2018-07-29,you can love everyone but everyone isn’t your tribe,you can love everyone but everyone isn your tribe,1
851,1023678260431880193,2018-07-29,love everyone,love everyone,1
852,1023678208703528960,2018-07-29,love is infectious,love is infectious,1
853,1023677914959634434,2018-07-29,love is generous,love is generous,1
854,1023677856063270912,2018-07-29,pride is one of the deadliest sins,pride is one of the deadliest sins,0
855,1023677647933427712,2018-07-29,pride is selfish,pride is selfish,-1
856,1022952843563556864,2018-07-27,"How to NOT kill yourself pt 1

Avoid being around people who make you want to kill yourself",how to not kill yourself pt avoid being around people who make you want to kill yourself,0
857,1022952669906796545,2018-07-27,"To make this clear and not weird 
I’ve had these kinds of thoughts and I’m going to tell you things I’ve done to stay in a content place.",to make this clear and not weird ve had these kinds of thoughts and going to tell you things ve done to stay in content place,1
858,1022952578886250496,2018-07-27,I saw the Alexander McQueen documentary and I connected with his journey. I know how it feels to want to take your… https://t.co/mg5ksSnsPL,saw the alexander mcqueen documentary and connected with his journey know how it feels to want to take your,0
859,1022917782327848960,2018-07-27,trust your feelings don’t calculate your perception,trust your feelings don calculate your perception,0
860,1022898502307729408,2018-07-27,"RT @RealCandaceO: “Great minds don’t think alike, they think for themselves”  -Sakiyah",great minds don think alike they think for themselves sakiyah,1
861,1022893971721211904,2018-07-27,break the status quo,break the status quo,0
862,1022893905325379584,2018-07-27,stop trying     start doing,stop trying sta doing,0
863,1022893435844325381,2018-07-27,love everyone,love everyone,1
864,1022537498101043200,2018-07-26,I’m not taking no advice for the rest of my life,not taking no advice for the rest of my life,0
865,1022537461593821184,2018-07-26,I hate talking about things I’m supposed to talk about,hate talking about things supposed to talk about,-1
866,1021905095435280384,2018-07-24,feeling super creative,feeling super creative,1
867,1020070294751342592,2018-07-19,"this is amazing  @Project2one5 and @TEYANATAYLOR 
We gotta send them some Yeezys though 🙌🙌🙌  https://t.co/c1yCTEm6ql",this is amazing and we gotta send them some yeezys though,1
868,1018570204010274816,2018-07-15,"The universe is on our side, I’m so excited",the universe is on our side so excited,1
869,1018433346668453889,2018-07-15,It’s just another example of elitism and classism.   If you read Prince or Michael’s Wikipedia their title is recor… https://t.co/ptly2xddYM,it just another example of elitism and classism if you read prince or michael wikipedia their title is recor,0
870,1018432945839673344,2018-07-15,"Music is an art form.   When reporters call me “the singer,” the rapper"" or even the ""pop star"" there’s an air of c… https://t.co/Ln86Dezxf8",music is an form when repoers call me the singer the rapper or even the pop star there an air of,0
871,1018257129457606656,2018-07-14,I had a sinus headache on a flight once and I got a fucking cat scan after because it was so bad,had sinus headache on flight once and got fucking cat scan after because it was so bad,-1
872,1018257068245970944,2018-07-14,Whenever you’re feeling down bored irritated or disgruntled just say… thank god I don’t have a sinus headache … the… https://t.co/ienbMvqPH6,whenever you re feeling down bored irritated or disgruntled just say thank god don have sinus headache the,-1
873,1018176769843593216,2018-07-14,creatives need each other,creatives need each other,-1
874,1017560703891197952,2018-07-13,when in doubt... don’t,when in doubt don,0
875,1017492030761549824,2018-07-12,wholesale is dangerous for creatives,wholesale is dangerous for creatives,-1
876,1017477742260961280,2018-07-12,Yeezy is an organization ran by the creative. The creative make the final decisions here.,yeezy is an organization ran by the creative the creative make the final decisions here,1
877,1015818124698910721,2018-07-08,Chasing validation is like putting your soul in a plank position,chasing validation is like putting your soul in plank position,0
878,1015739944059449345,2018-07-07,"I used to spend every moment I had free at the Moss store 

https://t.co/8Mo2AkKGVx",used to spend every moment had free at the moss store,1
881,1010015133785939969,2018-06-22,the universe is on our side bro,the universe is on our side bro,0
882,1007434769544634368,2018-06-15,RT @Nas: My album release party tonight LIVE with @YouTubeMusic → https://t.co/KF1DIxFaw4 #NASIR,my album release pay tonight live with nasir,1
883,1007242346763698176,2018-06-14,sometimes I have trouble saying no because I want to help everyone,sometimes have trouble saying no because want to help everyone,-1
884,1007242171362054144,2018-06-14,this is new for me but it’s just how I feel now. I don’t know why. I thought my ego protected me from doubters so t… https://t.co/pC1d7C5UkK,this is new for me but it just how feel now don know why thought my ego protected me from doubters so,1
885,1007240200727089153,2018-06-14,Who or what is Kanye West with no ego? Just Ye,who or what is kanye west with no ego just ye,0
886,1007239893481766912,2018-06-14,I killed my ego,killed my ego,-1
887,1007239693291773952,2018-06-14,your pride can be and will be used against you,your pride can be and will be used against you,0
888,1007239618041765889,2018-06-14,be great without pride,be great without pride,1
889,1007239543408357377,2018-06-14,give without pride,give without pride,0
890,1007052712905592832,2018-06-14,"RT @s_lomba1: Thank you for #KidsSeeGhosts , @KidCudi and @kanyewest . Reborn’s meaning is as beautiful as the album artwork. Thanks a bunc…",thank you for kidsseeghosts and reborn meaning is as beautiful as the album awork thanks bunc,1
891,1007052675714711552,2018-06-14,"RT @LuisRagon7: ""Everybody want world peace, till your niece gets shot in the dome-piece, then you go and get your own piece, hoping it'll…",everybody want world peace till your niece gets shot in the dome piece then you go and get your own piece hoping it ll,1
893,1007052527081119745,2018-06-14,RT @Bubbabue: @kanyewest Your album #ye is an inspiration. I can completely relate to every song.  I’m going through my own issues right no…,your album ye is an inspiration can completely relate to every song going through my own issues right no,1
894,1007052477215019008,2018-06-14,RT @danicapelli: i remember tweeting about synchronicities but this whole era really takes the cake for me. this man call bipolar disorder…,remember tweeting about synchronicities but this whole era really takes the cake for me this man call bipolar disorder,1
895,1006959393965948928,2018-06-13,Leaders create leaders,leaders create leaders,0
896,1006694708867842048,2018-06-13,Supermoon YEEZY desert rat campaign shot by Eli Linnetz 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,supermoon yeezy dese rat campaign shot by eli linnetz,0
897,1006683361690116096,2018-06-12,freeeeeeeeeee https://t.co/ioKUaaVy2a,freeeeeeeeeee,0
898,1006680756779798528,2018-06-12,I be taking naps,be taking naps,0
899,1006668235142361088,2018-06-12,Bloody Dior in Wyoming hoodie https://t.co/RkRAtb0BfL,bloody dior in wyoming hoodie,-1
901,1006621639419703296,2018-06-12,your guys writing and approach is so innovative … I love how you guys break the 4th wall… thank you for being innov… https://t.co/fkay133ewy,your guys writing and approach is so innovative love how you guys break the th wall thank you for being innov,1
902,1006621583572492288,2018-06-12,I love both Deadpool movies🔥🔥🔥🔥🔥🔥🔥🔥🔥…  I heard tracks in it that sound similar to mine…  bro I would have cleared my music for Deadpool …,love both deadpool movies heard tracks in it that sound similar to mine bro would have cleared my music for deadpool,1
903,1006350203140468737,2018-06-12,Thank you to everyone who supported our 8th number 1 album  🙌🙌🙌🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥   all love   all great energy… https://t.co/AdUmHGnfd7,thank you to everyone who suppoed our th number album all love all great energy,1
905,1006240112651337728,2018-06-11,We’re trying new ideas without the fear of not being perfect…  It’s just a gut feeling sometimes… just making stuff with your friends…,we re trying new ideas without the fear of not being perfect it just gut feeling sometimes just making stuff with your friends,1
906,1006240061686366208,2018-06-11,We’re here creating in real time just having fun.     I hear the albums blasting out of the cars when I walk down t… https://t.co/Btr6jZBeYP,we re here creating in real time just having fun hear the albums blasting out of the cars when walk down,1
907,1006239896254607360,2018-06-11,Just wanted to say I’m up in the morning working on the Nas album  and I’m so humbled by all the love we’re getting… https://t.co/0KpWPPvzt0,just wanted to say up in the morning working on the nas album and so humbled by all the love we re getting,1
909,1004890866954063872,2018-06-08,Download the @WAV_Media app https://t.co/HxSvFHiSrY to watch the livestream of the KIDS SEE GHOSTS listening party tonight @ 8pm PST,download the app to watch the livestream of the kids see ghosts listening pay tonight pm pst,0
910,1004832338650357762,2018-06-07,RT @tylerthecreator: see if i was tryna relate to more people i would say im struggling with loving myself because that seems like a common…,see if was tryna relate to more people would say im struggling with loving myself because that seems like common,1
912,1004430170189467648,2018-06-06,"RT @KimKardashian: So grateful to @realDonaldTrump, Jared Kushner &amp; to everyone who has showed compassion &amp; contributed countless hours to…",so grateful to jared kushner to everyone who has showed compassion contributed countless hours to,0
913,1004430115902652416,2018-06-06,RT @KimKardashian: I hope to continue this important work by working together with organizations who have been fighting this fight for much…,hope to continue this impoant work by working together with organizations who have been fighting this fight for much,1
914,1004430080611794944,2018-06-06,RT @KimKardashian: The phone call I just had with Alice will forever be one of my best memories. Telling her for the first time and hearing…,the phone call just had with alice will forever be one of my best memories telling her for the first time and hearing,1
917,1004193086321221633,2018-06-06,#1 in 83 countries 🙌🙌🙌  https://t.co/Z8FC9LPL7W,in countries,0
918,1002784133888688128,2018-06-02,I’ve never been about beef    I’m about love    lines were crossed and it’s not good for anyone    so this is dead now,ve never been about beef about love lines were crossed and it not good for anyone so this is dead now,-1
920,1002352319239839744,2018-06-01,"Download the @WAV_Media app https://t.co/HxSvFHiSrY  to watch the livestream of my album listening tonight in Jackson Hole, Wyoming 7PM MDT",download the app watch the livestream of my album listening tonight in jackson hole wyoming pm mdt,0
921,999878225323999232,2018-05-25,New  Flacko 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 https://t.co/F3lAEVGX4A,new flacko,1
922,999810956912836608,2018-05-25,gratitude and happiness best describe what my wife means to me. I’m deeply grateful and purely happy 😊,gratitude and happiness best describe what my wife means to me deeply grateful and purely happy,1
923,999777955894050816,2018-05-24,Daytona is the first project out of Wyoming.  I’m really proud of what we put together.   We’ve spent a year and a… https://t.co/rnQ2uXTSeE,daytona is the first project out of wyoming really proud of what we put together we ve spent year and,1
924,998642370747887622,2018-05-21,before Edward Bernays Americans purchased things based off needs       There was a a time in the 20s when women did… https://t.co/FQMq29vChC,before edward bernays americans purchased things based off needs there was time in the when women did,0
925,998642119123206144,2018-05-21,the century of self   https://t.co/JVvJby2TFq        It’s 4 hours long but you’ll get the gist in the first 20 minu… https://t.co/6h5mjB1qih,the century of self it hours long but you ll get the gist in the first minu,1
926,998641627328536578,2018-05-21,Google dopamine,google dopamine,0
927,998641541395636226,2018-05-21,there was a time when we completely operated without phones.  We're addicted to our phones.,there was time when we completely operated without phones we re addicted to our phones,-1
928,998641417072271360,2018-05-21,Look at your phone as tool not an obligation.    Would you walk around with a hammer in your pocket?    You would p… https://t.co/U7lY1tRZXH,look at your phone as tool not an obligation would you walk around with hammer in your pocket you would,0
929,998615853896581120,2018-05-21,sometimes we all need hugs,sometimes we all need hugs,0
931,996420605485314048,2018-05-15,for anyone whose tried to text or call me in the past 2 weeks   I got rid of that phone so I could focus on these albums,for anyone whose tried to text or call me in the past weeks got rid of that phone so could focus on these albums,-1
932,995406393891958784,2018-05-12,rules are structure for people who can’t carve their own path successfully,rules are structure for people who can carve their own path successfully,1
933,994679218356146176,2018-05-10,https://t.co/eUnzwhr72z      This is the greatest news      This is my favorite show     I’ve seen every episode at least 5 times each,is the greatest news this is my favorite show ve seen every episode at least times each,1
934,993899071650676737,2018-05-08,free thinking is a super power,free thinking is super power,1
935,993562911560761344,2018-05-07,I’m hyper focused on the now,hyper focused on the now,0
936,993232125796089856,2018-05-06,Childish Gambino - This is America     https://t.co/sknjKSgj8c,childish gambino this is america,-1
938,993221454740185088,2018-05-06,we’re starting a Yeezy architecture arm called Yeezy home. We’re looking for architects and industrial designers wh… https://t.co/0DGrDZ9DEz,we re staing yeezy architecture arm called yeezy home we re looking for architects and industrial designers wh,0
939,993212368225124353,2018-05-06,naps are awesome,naps are awesome,1
940,992962234102857728,2018-05-06,All music coming out of Yeezy sound has to ride like the new Tesla   Yeezy sound is Tesla radio,all music coming out of yeezy sound has to ride like the new tesla yeezy sound is tesla radio,1
941,992802186651316224,2018-05-05,take a walk outside.  Fresh air is healing,take walk outside fresh air is healing,1
942,992515804989018112,2018-05-04,"In a moment of inspiration, energy and excitement I had posted this sketch and would like to acknowledge the true c… https://t.co/e6rRdA9Ae4",in moment of inspiration energy and excitement had posted this sketch and would like to acknowledge the true,1
943,992515744381321216,2018-05-04,Today I learned that a newly hired designer on the Yeezy team presented work that was not of their own. This person… https://t.co/56QUEjfpA7,today learned that newly hired designer on the yeezy team presented work that was not of their own this person,1
944,992476928346017792,2018-05-04,enjoy the present,enjoy the present,1
945,992476137870606336,2018-05-04,if you’re in the way of your own life you’ll end up in the way of other people’s lives too,if you re in the way of your own life you ll end up in the way of other people lives too,1
946,992404023197224960,2018-05-04,I can’t wait for electric planes.  Elon please hurry up with the ⚡️ jets😭,can wait for electric planes elon please hurry up with the jets,0
947,992398514603704320,2018-05-04,I can still feel the love,can still feel the love,1
948,991561089291702274,2018-05-02,most fear is learned,most fear is learned,1
949,991467468655755264,2018-05-02,"when the media masses and scholars talk about what started today. Here's a title ... 

the overground hell road",when the media masses and scholars talk about what staed today here title the overground hell road,0
950,991466711583895553,2018-05-01,in school we need to learn how magic Johnson built his business not always about the past. Matter fact I've never e… https://t.co/pbEjTJeCgR,in school we need to learn how magic johnson built his business not always about the past matter fact ve never,1
951,991466191536377858,2018-05-01,we are programmed to always talk and fight race issues. We need to update our conversation.,we are programmed to always talk and fight race issues we need to update our conversation,0
952,991466129821392896,2018-05-01,the universe has a plan. I knew that TMZ would be awesome.,the universe has plan knew that tmz would be awesome,1
953,991459083797413888,2018-05-01,we need to have open discussions and ideas on unsettled pain,we need to have open discussions and ideas on unsettled pain,0
954,991348957585358848,2018-05-01,https://t.co/Br5kIafXtG   Charlamagne interview also on YouTube,charlamagne interview also on youtube,0
955,991348818053492736,2018-05-01,https://t.co/V7ZeBuufOB     Charlamagne interview,charlamagne interview,0
956,991192797435711488,2018-05-01,Making of ye vs the people        https://t.co/1xvft3175J,making of ye vs the people,0
957,991117050289405952,2018-05-01,stop thinking about things for a long time without saying what you think,stop thinking about things for long time without saying what you think,-1
958,991059206655492096,2018-04-30,we're starting WORLD LOVE 1 right now the opposite of a WORLD WAR,we re staing world love right now the opposite of world war,1
959,991059037989978112,2018-04-30,Through speech it may be saying simply the word love at the end of a phone call or just saying much love.,through speech it may be saying simply the word love at the end of phone call or just saying much love,1
960,991059006025220096,2018-04-30,"I feel it was heavy handed for me to tell people to tell people ""I love you""  I would ask that we show love how eve… https://t.co/3HX9nQOMzu",feel it was heavy handed for me to tell people to tell people love you would ask that we show love how eve,1
961,991056660650065920,2018-04-30,We are all great artists. I said something ego driven in the Charlamagne interview that I'd like to update. I said… https://t.co/vOcA8SE8du,we are all great aists said something ego driven in the charlamagne interview that like to update said,1
963,991037236736024576,2018-04-30,love is infinite,love is infinite,1
964,991027869957603328,2018-04-30,Axel Vervoordt the globe,axel vervoordt the globe,0
965,991018904515301377,2018-04-30,we’re opening up the conversation to the psychologists sociologists and philosophers of the world and we're moving… https://t.co/AifFGXQd7f,we re opening up the conversation to the psychologists sociologists and philosophers of the world and we re moving,0
966,991013645986418688,2018-04-30,"Yeezy is also food shelter communication education and now a VC 

we've invested in 3 companies since last week",yeezy is also food shelter communication education and now vc we ve invested in companies since last week,0
967,991013625354579968,2018-04-30,There has never been a Disney or Apple of apparel and now there is. We are hiring the greatest technical and indust… https://t.co/ybClLIhfeH,there has never been disney or apple of apparel and now there is we are hiring the greatest technical and indust,1
968,991001280989442048,2018-04-30,Try to avoid repetition     do meetings in different places and at different times than the normal     break the normal,try to avoid repetition do meetings in different places and at different times than the normal break the normal,1
971,990734224670867456,2018-04-29,I'm at Sci-arc and just learned about desalination   Looking at a project by Ashley Morgan Hastings   But I can't t… https://t.co/jXpDbJj9GE,at sci arc and just learned about desalination looking at project by ashley morgan hastings but can not,0
972,990699431774244864,2018-04-29,There's a silent majority of people that have been silenced for too long,there silent majority of people that have been silenced for too long,-1
973,990698030939582464,2018-04-29,we're being starved and anyone who starts asking unpopular questions gets demonized. Only free thinkers can change the world,we re being starved and anyone who stas asking unpopular questions gets demonized only free thinkers can change the world,1
974,990697283174858752,2018-04-29,we’re in this so-called information age but we're starving for wisdom,we re in this so called information age but we re starving for wisdom,0
975,990696647226146816,2018-04-29,we're dying to be ourselves,we re dying to be ourselves,0
976,990695668174831616,2018-04-29,Or we’re dying because we've lost our inner child,or we re dying because we ve lost our inner child,0
977,990695427262500865,2018-04-29,or at least we're dying to be kids,or at least we re dying to be kids,-1
978,990695360086532096,2018-04-29,We’re all kids,we re all kids,0
979,990695290301657090,2018-04-29,What would you do today if you are not afraid of the consequences of failure?,what would you do today if you are not afraid of the consequences of failure,-1
980,990695088685703169,2018-04-29,what makes kids so important to learn from psychologically is that they are not afraid to fail,what makes kids so impoant to learn from psychologically is that they are not afraid to fail,-1
981,990694237917233152,2018-04-29,Art is the escape hatch from oppression,is the escape hatch from oppression,0
982,990693938930401280,2018-04-29,Art is the threat to authority,is the threat to authority,0
983,990687143218462720,2018-04-29,energy is contagious,energy is contagious,0
984,990611593699385344,2018-04-29,We can shape our future. I'm an optimist at my core. I know there will be harmony,we can shape our future an optimist at my core know there will be harmony,0
985,990471537886019584,2018-04-29,Remove worry,remove worry,0
986,990405067676135425,2018-04-29,"https://t.co/szDOyewQLK    

I'm posting this but not as a diss to J Cole. I love J Cole. I also love where Purp took his flow",posting this but not as diss to cole love cole also love where purp took his flow,1
987,990336500058406912,2018-04-28,today is the best day ever and tomorrow's going to be even better,today is the best day ever and tomorrow going to be even better,1
988,990322711422423040,2018-04-28,Trust your feelings. Stop thinking so much,trust your feelings stop thinking so much,1
989,990278445992108032,2018-04-28,I've got a new challenge for everyone today. Pick somebody that you had an argument with that you think you hate ma… https://t.co/iIBFga66W3,ve got new challenge for everyone today pick somebody that you had an argument with that you think you hate ma,-1
990,990024126860423168,2018-04-28,Lift Yourself  https://t.co/shjFIROujA,lift yourself,0
991,989916597195173888,2018-04-27,"I'm going to drop a song with a verse that will bring Ebro the closure he's been seeking 

The bars 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥… https://t.co/QucTixF8g6",going to drop song with verse that will bring ebro the closure he been seeking the bars,0
992,989897228511670272,2018-04-27,I haven't done enough research on conservatives to call myself or be called one. I'm just refusing to be enslaved by monolithic thought.,have not done enough research on conservatives to call myself or be called one just refusing to be enslaved by monolithic thought,0
993,989644613559369729,2018-04-26,Artist transform tragedy into beauty,aist transform tragedy into beauty,0
994,989627142014025729,2018-04-26,spread love. Put more love into the universe.,spread love put more love into the universe,1
995,989571974018973697,2018-04-26,we are more worried about what we can lose than what we feel,we are more worried about what we can lose than what we feel,1
996,989571189713518594,2018-04-26,it's really cool to say I hate you. But it's not cool to say I love you. Love has a stigma,it really cool to say hate you but it not cool to say love you love has stigma,1
997,989562129496731648,2018-04-26,"Instead of doing what you feel 
you just do what other people think you should do",instead of doing what you feel you just do what other people think you should do,-1
998,989562041324089344,2018-04-26,Your conscience should allow a physical manifestation of your subconscious but right now most peoples conscious is… https://t.co/MpCqvUdK9E,your conscience should allow physical manifestation of your subconscious but right now most peoples conscious is,1
999,989556813849739264,2018-04-26,try telling people you love them it actually feels weird at first. We're really good at hating each other. We have… https://t.co/bqNmzbhH1o,try telling people you love them it actually feels weird at first we re really good at hating each other we have,1
1000,989555920186228736,2018-04-26,the concept of loving people has a stigma,the concept of loving people has stigma,1
1001,989554923074240512,2018-04-26,my friend said he texted all his friends this morning and said I love you,my friend said he texted all his friends this morning and said love you,1
1002,989554444990738432,2018-04-26,John Legend new single on line now 😂,john legend new single on line now,1
